Person Id,Username,First Name,Last Name,Business Email Information Email Address,Gender,Employee Grade,Company Code,Company Name,Zone,Region Code,Region Name,Sub Region Code,Sub Region Name,City Code,City Name,Country/Region,Legal Entity Country,Function Code,Function Name,Position,Position Entry Date,Position Title,Position Code,Parent Position,Employee Level,HRBP Name,HRBP Email
1011,ngupta,Amit,Pandey,amit.pandey@xyzindustries.in,Female,MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN02,FINANCE & ACCOUNTS,POS1011,2013-06-06,MANAGER - FINANCE & ACCOUNTS,P1011,P1010,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1012,sagarwal,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR EXECUTIVE,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN15,DIRECTORS OFFICE,POS1012,2022-05-30,SENIOR EXECUTIVE - DIRECTORS OFFICE,P1012,P1000,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1013,spillai,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN11,IT,POS1013,2016-08-01,SENIOR OFFICER - IT,P1013,P1006,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1014,hsharma,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN04,HUMAN RESOURCES,POS1014,2021-05-21,SENIOR MANAGER - HUMAN RESOURCES,P1014,P1009,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1015,vjoshi,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1015,2012-07-05,DEPUTY GENERAL MANAGER - AUDIT & ASSURANCE,P1015,P1005,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1016,rpatel,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1016,2021-12-12,ASSISTANT MANAGER - AUDIT & ASSURANCE,P1016,P1002,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1017,siyer,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1017,2022-02-04,EXECUTIVE - COMPLIANCE,P1017,P1003,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1018,pagarwal,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN15,DIRECTORS OFFICE,POS1018,2015-07-24,DEPUTY GENERAL MANAGER - DIRECTORS OFFICE,P1018,P1003,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1019,msharma,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN01,GENERAL MANAGEMENT,POS1019,2011-04-28,DEPUTY GENERAL MANAGER - GENERAL MANAGEMENT,P1019,P1003,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1020,spatel,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN09,LIAISON,POS1020,2014-10-22,SENIOR GENERAL MANAGER - LIAISON,P1020,P1008,L3-LEVEL 3 (GM & AVP),Priya Nair,priya.nair@xyzindustries.in
1021,dmenon,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1021,2014-04-09,EXECUTIVE - AUDIT & ASSURANCE,P1021,P1001,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1022,sreddy,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN02,FINANCE & ACCOUNTS,POS1022,2011-05-12,MANAGER DESIGNATE - FINANCE & ACCOUNTS,P1022,P1006,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1023,prao,Amit,Pandey,amit.pandey@xyzindustries.in,Female,GENERAL MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1023,2013-02-22,GENERAL MANAGER - DIRECTORS OFFICE SUPPORT,P1023,P1006,L3-LEVEL 3 (GM & AVP),Priya Nair,priya.nair@xyzindustries.in
1024,dnair,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1024,2011-02-19,MANAGER DESIGNATE - DIRECTORS OFFICE SUPPORT,P1024,P1010,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1025,rmenon,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1025,2018-12-30,MANAGER DESIGNATE - AUDIT & ASSURANCE,P1025,P1000,L2-LEVEL 2 (MGR TO DGM),Raj Malhotra,raj.malhotra@xyzindustries.in
1026,psharma,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN15,DIRECTORS OFFICE,POS1026,2019-06-28,DEPUTY GENERAL MANAGER - DIRECTORS OFFICE,P1026,P1008,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1027,pdas,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1027,2017-01-13,ASSISTANT MANAGER - DIRECTORS OFFICE SUPPORT,P1027,P1000,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1028,riyer,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1028,2014-03-03,ASSISTANT MANAGER - CHAIRPERSONS OFFICE,P1028,P1001,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1029,srao,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN08,LEGAL & SECRETARIAL,POS1029,2023-11-22,MANAGER - LEGAL & SECRETARIAL,P1029,P1001,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1030,gchatterjee,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN07,DESIGN STRATEGY,POS1030,2015-05-10,DEPUTY GENERAL MANAGER - DESIGN STRATEGY,P1030,P1004,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1031,pagarwal2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN03,CUSTOMER CENTRICITY,POS1031,2020-04-12,SENIOR EXECUTIVE - CUSTOMER CENTRICITY,P1031,P1009,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1032,rmalhotra,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN12,QUALITY,POS1032,2015-06-25,MANAGER - QUALITY,P1032,P1005,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1033,dnair2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSOCIATE VICE PRESIDENT,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1033,2022-06-10,ASSOCIATE VICE PRESIDENT - CHAIRPERSONS OFFICE,P1033,P1004,L3-LEVEL 3 (GM & AVP),Neha Iyer,neha.iyer@xyzindustries.in
1034,smishra,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1034,2016-02-10,DEPUTY GENERAL MANAGER - DIRECTORS OFFICE SUPPORT,P1034,P1004,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1035,asingh,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN09,LIAISON,POS1035,2012-01-27,SENIOR MANAGER - LIAISON,P1035,P1010,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1036,mkumar,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN05,MARKETING & SALES,POS1036,2013-08-16,SENIOR EXECUTIVE - MARKETING & SALES,P1036,P1007,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1037,ssharma,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN05,MARKETING & SALES,POS1037,2018-04-13,ASSISTANT MANAGER - MARKETING & SALES,P1037,P1009,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1038,kmishra,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN02,FINANCE & ACCOUNTS,POS1038,2014-09-17,SENIOR EXECUTIVE - FINANCE & ACCOUNTS,P1038,P1010,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1039,skulkarni,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN05,MARKETING & SALES,POS1039,2013-08-24,ASSISTANT MANAGER - MARKETING & SALES,P1039,P1002,L2-LEVEL 2 (MGR TO DGM),Raj Malhotra,raj.malhotra@xyzindustries.in
1040,sverma,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN08,LEGAL & SECRETARIAL,POS1040,2013-07-28,OFFICER - LEGAL & SECRETARIAL,P1040,P1001,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1041,spatel2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN15,DIRECTORS OFFICE,POS1041,2016-11-05,GENERAL MANAGER - DIRECTORS OFFICE,P1041,P1003,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1042,aagarwal,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR EXECUTIVE,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN03,CUSTOMER CENTRICITY,POS1042,2017-11-16,SENIOR EXECUTIVE - CUSTOMER CENTRICITY,P1042,P1010,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1043,gbhat,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN04,HUMAN RESOURCES,POS1043,2014-01-02,DEPUTY GENERAL MANAGER - HUMAN RESOURCES,P1043,P1009,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1044,pkulkarni,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN11,IT,POS1044,2023-08-07,SENIOR EXECUTIVE - IT,P1044,P1008,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1045,ppillai2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1045,2021-08-30,EXECUTIVE - COMPLIANCE,P1045,P1008,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1046,vreddy,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSOCIATE VICE PRESIDENT,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN04,HUMAN RESOURCES,POS1046,2021-05-17,ASSOCIATE VICE PRESIDENT - HUMAN RESOURCES,P1046,P1004,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1047,syadav,Amit,Pandey,amit.pandey@xyzindustries.in,Female,GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN13,ADMINISTRATION,POS1047,2023-10-22,GENERAL MANAGER - ADMINISTRATION,P1047,P1009,L3-LEVEL 3 (GM & AVP),Raj Malhotra,raj.malhotra@xyzindustries.in
1048,pmalhotra,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN14,COMPLIANCE,POS1048,2020-06-06,EXECUTIVE - COMPLIANCE,P1048,P1007,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1049,gdas,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN06,STRATEGY,POS1049,2016-05-13,OFFICER - STRATEGY,P1049,P1008,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1050,abhat,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN07,DESIGN STRATEGY,POS1050,2010-07-20,EXECUTIVE - DESIGN STRATEGY,P1050,P1000,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1051,tbose,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN07,DESIGN STRATEGY,POS1051,2021-02-01,MANAGER DESIGNATE - DESIGN STRATEGY,P1051,P1006,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1052,vshah,Amit,Pandey,amit.pandey@xyzindustries.in,Male,GODREJ LEADERSHIP FORUM,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN08,LEGAL & SECRETARIAL,POS1052,2021-08-14,GODREJ LEADERSHIP FORUM - LEGAL & SECRETARIAL,P1052,P1007,L4-LEVEL 4 (GLF),Raj Malhotra,raj.malhotra@xyzindustries.in
1053,agupta,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN15,DIRECTORS OFFICE,POS1053,2019-12-05,MANAGER - DIRECTORS OFFICE,P1053,P1009,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1054,mmenon,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1054,2015-10-25,DEPUTY GENERAL MANAGER - AUDIT & ASSURANCE,P1054,P1003,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1055,nsaxena2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSOCIATE VICE PRESIDENT,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN09,LIAISON,POS1055,2011-09-27,ASSOCIATE VICE PRESIDENT - LIAISON,P1055,P1004,L3-LEVEL 3 (GM & AVP),Priya Nair,priya.nair@xyzindustries.in
1056,dsingh,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN08,LEGAL & SECRETARIAL,POS1056,2013-06-05,MANAGER - LEGAL & SECRETARIAL,P1056,P1003,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1057,kreddy,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN07,DESIGN STRATEGY,POS1057,2018-09-26,MANAGER DESIGNATE - DESIGN STRATEGY,P1057,P1009,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1058,ppillai3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN12,QUALITY,POS1058,2018-09-30,SENIOR MANAGER - QUALITY,P1058,P1006,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1059,tgupta,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN13,ADMINISTRATION,POS1059,2019-01-26,SENIOR MANAGER - ADMINISTRATION,P1059,P1002,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1060,umishra,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN01,GENERAL MANAGEMENT,POS1060,2019-08-13,DEPUTY GENERAL MANAGER - GENERAL MANAGEMENT,P1060,P1002,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1061,dpatel,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN15,DIRECTORS OFFICE,POS1061,2017-07-27,SENIOR EXECUTIVE - DIRECTORS OFFICE,P1061,P1006,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1062,nbhat,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1062,2022-02-05,OFFICER - AUDIT & ASSURANCE,P1062,P1000,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1063,rshah,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR OFFICER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN08,LEGAL & SECRETARIAL,POS1063,2010-06-16,SENIOR OFFICER - LEGAL & SECRETARIAL,P1063,P1009,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1064,amishra,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN07,DESIGN STRATEGY,POS1064,2015-10-01,DEPUTY GENERAL MANAGER - DESIGN STRATEGY,P1064,P1005,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1065,mbose,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN04,HUMAN RESOURCES,POS1065,2016-12-30,ASSISTANT MANAGER - HUMAN RESOURCES,P1065,P1009,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1066,ptrivedi,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN08,LEGAL & SECRETARIAL,POS1066,2016-10-06,DEPUTY GENERAL MANAGER - LEGAL & SECRETARIAL,P1066,P1010,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
